"TOTAL_SESSIONS","TOTAL_USAGE","X209_SESSION_COUNT","X209_USAGE","X210_SESSION_COUNT","X210_USAGE","CONTRACT_KEY","LOCAL_USAGE","ROAMING_SESSIONS_COUNT","WEEK_DAY_SESSIONS","WEEK_END_CONSUMPTION","WEEK_END_SESSIONS","WEEK_DAY_CONSUMPTION","TARGET"
516,2380,99,396,164,754,143313036,666,37,113,199,51,511,1
402,2060,131,1836,81,732,143313047,731,0,66,41,15,658,1
453,1372,217,227,426,376,143313058,374,2,348,187,78,123,0
1075,7756,165,1983,204,2017,143313067,2016,0,155,676,49,1291,0
1655,10799,629,3656,857,3303,143313147,0,0,0,0,0,0,0
2003,3432,193,224,270,179,143313148,0,0,0,0,0,0,0
3921,17675,1923,3991,2284,3489,143313187,0,0,0,0,0,0,0
525,4441,189,1254,160,1280,143313216,0,0,0,0,0,0,0
2860,332,3805,100,3767,74,143313217,0,0,0,0,0,0,0
1850,260,381,49,348,24,143313289,0,0,0,0,0,0,0
559,776,64,63,56,89,143313299,0,0,0,0,0,0,0
126,515,57,418,51,500,143313300,0,0,0,0,0,0,0
284,1296,2031,500,3707,530,143313310,0,0,0,0,0,0,0
9668,944,3300,322,3246,317,143313336,0,0,0,0,0,0,0
6159,25416,2136,9643,2144,865,143313370,864,0,1454,500,690,331,0
1392,1322,562,261,860,496,143313372,0,0,0,0,0,0,0
5387,10707,2365,3067,2220,3859,143313381,0,0,0,0,0,0,1
3122,444,2640,602,709,202,143313392,0,0,0,0,0,0,0
2178,25914,627,9352,557,7519,143313430,7518,0,418,2278,139,5068,0
1731,980,1276,4093,1349,5139,143313434,0,0,0,0,0,0,1
272,738,82,269,46,212,143313435,0,0,0,0,0,0,0
406,337,168,413,44,206,143313436,0,0,0,0,0,0,0
989,1034,322,318,233,387,143313471,386,0,198,11,35,326,1
159,96,46,8,19,4,143313491,0,0,0,0,0,0,0
336,6762,100,2690,107,2730,143313628,0,0,0,0,0,0,1
284,4304,73,502,53,934,143313641,0,0,0,0,0,0,0
1368,2977,440,1120,163,766,143313654,0,0,0,0,0,0,0
84,4,33,1,19,1,143313655,0,0,0,0,0,0,0
176,7,38,1,75,3,143313657,0,0,0,0,0,0,0
163,5,22,1,14,1,143313658,0,0,0,0,0,0,0
68,4,91,2,10,1,143313699,0,0,0,0,0,0,0
104,4,21,1,24,1,143313703,0,0,0,0,0,0,0
214,8,62,1,56,2,143313705,0,0,0,0,0,0,0
115,15991,39,6495,47,7640,143313711,0,0,0,0,0,0,0
355,127,20,6,1,1,143313713,0,0,0,0,0,0,0
44,3,9,1,13,1,143313716,0,0,0,0,0,0,0
144,5,85,2,34,2,143313717,0,0,0,0,0,0,0
98,4,38,1,17,1,143313718,0,0,0,0,0,0,0
127,5,30,1,34,2,143313720,0,0,0,0,0,0,0
378,13,99,2,106,4,143313721,0,0,0,0,0,0,0
404,14,93,2,83,3,143313723,0,0,0,0,0,0,0
521,512,75,553,119,127,143313735,0,0,0,0,0,0,0
118,5,39,1,32,1,143313737,0,0,0,0,0,0,0
180,6,59,1,34,1,143313738,0,0,0,0,0,0,0
115,4,31,1,43,2,143313743,0,0,0,0,0,0,0
128,5,10,1,15,1,143313744,0,0,0,0,0,0,0
119,4,66,1,33,2,143313745,0,0,0,0,0,0,0
189,7,53,1,55,2,143313754,0,0,0,0,0,0,0
400,13,108,2,103,4,143313755,0,0,0,0,0,0,0
108,5,36,1,35,1,143313766,0,0,0,0,0,0,0
236,9,88,3,63,3,143313771,0,0,0,0,0,0,0
176,7,84,2,29,1,143313774,0,0,0,0,0,0,0
366,6,122,2,64,2,143313775,0,0,0,0,0,0,0
103,3,51,1,33,1,143313779,0,0,0,0,0,0,0
153,7,42,1,44,2,143313780,0,0,0,0,0,0,0
97,4,39,1,48,2,143313781,0,0,0,0,0,0,0
382,6,94,1,111,2,143313787,0,0,0,0,0,0,0
27,3,48,1,6,1,143313793,0,0,0,0,0,0,0
88,4,36,1,50,2,143313794,0,0,0,0,0,0,0
199,8,64,1,52,2,143313796,0,0,0,0,0,0,0
378,9,75,2,86,3,143313799,0,0,0,0,0,0,0
125,3,42,1,43,1,143313800,0,0,0,0,0,0,0
264,10,147,2,71,3,143313801,0,0,0,0,0,0,0
108,5,30,1,40,1,143313802,0,0,0,0,0,0,0
569,1718,62,143,24,48,143313812,0,0,0,0,0,0,0
66,57,8,2,22,37,143313814,0,21,21,0,1,31,0
309,10,66,2,86,2,143313826,0,0,0,0,0,0,0
153,5,78,2,88,2,143313828,0,0,0,0,0,0,0
488,9,107,2,170,3,143313830,0,0,0,0,0,0,0
153,6,38,1,20,1,143313831,0,0,0,0,0,0,0
204,9,58,1,47,2,143313832,0,0,0,0,0,0,0
749,19,214,4,210,6,143313833,0,0,0,0,0,0,0
158,5,60,1,40,2,143313834,0,0,0,0,0,0,0
180,7,51,1,38,2,143313835,0,0,0,0,0,0,0
401,12,94,2,290,7,143313836,0,0,0,0,0,0,0
275,6,82,2,79,2,143313839,0,0,0,0,0,0,0
249,8,89,2,86,3,143313842,0,0,0,0,0,0,0
143,6,43,1,57,2,143313847,0,0,0,0,0,0,0
303,8,71,1,73,2,143313849,0,0,0,0,0,0,0
347,12,220,3,56,2,143313850,0,0,0,0,0,0,0
97,4,22,1,48,2,143313855,0,0,0,0,0,0,0
283,8,32,1,83,3,143313861,0,0,0,0,0,0,0
393,12,69,2,127,4,143313865,0,0,0,0,0,0,0
48,4,20,1,15,1,143313867,0,0,0,0,0,0,0
298,10,61,2,56,3,143313874,0,0,0,0,0,0,0
653,17,86,2,142,4,143313875,0,0,0,0,0,0,0
261,10,77,2,82,3,143313878,0,0,0,0,0,0,0
69,3,25,1,27,2,143313891,0,0,0,0,0,0,0
277,11,90,2,92,3,143313894,0,0,0,0,0,0,0
361,11,96,2,95,4,143313897,0,0,0,0,0,0,0
244,8,92,2,77,3,143313913,0,0,0,0,0,0,0
204,6,96,2,95,4,143313914,0,0,0,0,0,0,0
44,3,10,1,12,1,143313915,0,0,0,0,0,0,0
156,5,49,1,34,1,143313916,0,0,0,0,0,0,0
158,5,18,1,49,2,143313918,0,0,0,0,0,0,0
220,9,73,1,70,3,143313921,0,0,0,0,0,0,0
159,5,49,1,78,2,143313923,0,0,0,0,0,0,0
82,4,20,1,13,1,143313924,0,0,0,0,0,0,0
190,6,90,2,51,2,143313926,0,0,0,0,0,0,0
150,4,69,1,15,1,143313928,0,0,0,0,0,0,0
78,3,47,1,65,2,143313929,0,0,0,0,0,0,0
205,8,91,2,30,1,143313930,0,0,0,0,0,0,0
262,10,86,2,69,3,143313932,0,0,0,0,0,0,0
83,4,14,1,21,1,143313935,0,0,0,0,0,0,0
78,4,29,1,46,2,143313942,0,0,0,0,0,0,0
64,4,20,1,12,1,143313945,0,0,0,0,0,0,0
85,5,26,1,33,2,143313953,0,0,0,0,0,0,0
88,5,23,1,14,1,143313958,0,0,0,0,0,0,0
114,6,22,1,42,2,143313960,0,0,0,0,0,0,0
178,6,134,2,33,2,143313961,0,0,0,0,0,0,0
109,5,23,1,20,1,143313963,0,0,0,0,0,0,0
270,8,79,2,71,2,143313966,0,0,0,0,0,0,0
203,8,49,1,50,2,143313968,0,0,0,0,0,0,0
275,10,54,1,64,2,143313971,0,0,0,0,0,0,0
195,9,59,1,47,2,143313973,0,0,0,0,0,0,0
81,3,19,1,18,1,143313974,0,0,0,0,0,0,0
199,8,50,1,49,2,143313976,0,0,0,0,0,0,0
230,8,70,2,88,3,143313977,0,0,0,0,0,0,0
239,7,20,1,32,2,143313987,0,0,0,0,0,0,0
73,3,21,1,97,2,143313989,0,0,0,0,0,0,0
129,4,36,1,36,1,143314000,0,0,0,0,0,0,0
83,3,20,1,66,2,143314001,0,0,0,0,0,0,0
108,3,45,1,33,1,143314003,0,0,0,0,0,0,0
115,5,42,1,41,2,143314008,0,0,0,0,0,0,0
208,9,55,1,63,3,143314009,0,0,0,0,0,0,0
283,8,164,2,112,2,143314011,0,0,0,0,0,0,0
116,5,25,1,16,1,143314013,0,0,0,0,0,0,0
137,5,22,1,24,1,143314014,0,0,0,0,0,0,0
159,7,32,1,57,3,143314032,0,0,0,0,0,0,0
321,10,74,2,67,2,143314039,0,0,0,0,0,0,0
131,6,20,1,42,2,143314040,0,0,0,0,0,0,0
63,3,24,1,53,2,143314041,0,0,0,0,0,0,0
55,3,9,1,21,1,143314042,0,0,0,0,0,0,0
28,3,12,1,5,1,143314043,0,0,0,0,0,0,0
77,4,37,1,23,1,143314045,0,0,0,0,0,0,0
166,5,48,1,81,2,143314046,0,0,0,0,0,0,0
521,13,127,2,125,3,143314047,0,0,0,0,0,0,0
77,3,21,1,31,2,143314049,0,0,0,0,0,0,0
660,18,86,2,164,5,143314052,0,0,0,0,0,0,0
187,7,9,1,19,1,143314053,0,0,0,0,0,0,0
329,10,91,2,51,2,143314055,0,0,0,0,0,0,0
400,14,122,2,134,4,143314057,0,0,0,0,0,0,0
95,5,20,1,20,1,143314058,0,0,0,0,0,0,0
186,6,142,2,65,2,143314060,0,0,0,0,0,0,0
571,17,113,2,266,8,143314061,0,0,0,0,0,0,0
261,10,92,2,127,4,143314063,0,0,0,0,0,0,0
34,3,18,1,33,1,143314070,0,0,0,0,0,0,0
148,7,31,1,28,2,143314075,0,0,0,0,0,0,0
147,5,28,1,45,2,143314078,0,0,0,0,0,0,0
105,4,28,1,34,2,143314079,0,0,0,0,0,0,0
253,10,69,2,58,3,143314083,0,0,0,0,0,0,0
1161,22,110,3,104,2,143314086,0,0,0,0,0,0,0
189,8,36,1,43,2,143314091,0,0,0,0,0,0,0
147,7,42,1,36,2,143314092,0,0,0,0,0,0,0
261,7,159,3,91,4,143314093,0,0,0,0,0,0,0
216,7,143,2,43,2,143314094,0,0,0,0,0,0,0
153,7,103,2,62,2,143314095,0,0,0,0,0,0,0
103,4,22,1,33,1,143314096,0,0,0,0,0,0,0
258,8,93,2,89,3,143314099,0,0,0,0,0,0,0
255,10,209,3,38,1,143314100,0,0,0,0,0,0,0
6002,3611,2641,2461,1957,289,143314103,0,0,0,0,0,0,0
3321,5707,1016,1471,1089,1290,143314105,0,0,0,0,0,0,1
686,10117,169,3553,160,3601,143314106,3600,0,118,1145,42,2406,0
486,6178,92,602,85,4693,143314113,0,0,0,0,0,0,0
160,5332,35,1125,25,464,143314114,0,0,0,0,0,0,0
280,10,134,2,100,4,143314121,0,0,0,0,0,0,0
252,9,68,2,34,1,143314129,0,0,0,0,0,0,0
448,15,72,1,134,4,143314134,0,0,0,0,0,0,0
141,5,21,1,20,1,143314136,0,0,0,0,0,0,0
329,13,85,2,81,3,143314147,0,0,0,0,0,0,0
164,6,356,4,42,2,143314150,0,0,0,0,0,0,0
360,11,110,2,147,5,143314156,0,0,0,0,0,0,0
72,3,20,1,30,1,143314162,0,0,0,0,0,0,0
268,10,211,3,30,1,143314175,0,0,0,0,0,0,0
164,6,38,1,23,1,143314181,0,0,0,0,0,0,0
669,18,218,3,229,5,143314182,0,0,0,0,0,0,0
356,12,91,2,82,3,143314183,0,0,0,0,0,0,0
152,6,43,1,37,2,143314184,0,0,0,0,0,0,0
262,9,86,2,122,4,143314185,0,0,0,0,0,0,0
341,12,83,2,81,3,143314196,0,0,0,0,0,0,0
161,5,29,1,61,2,143314203,0,0,0,0,0,0,0
231,9,68,1,68,3,143314204,0,0,0,0,0,0,0
36,3,21,1,26,1,143314207,0,0,0,0,0,0,0
363,11,65,2,95,3,143314210,0,0,0,0,0,0,0
332,11,61,1,70,3,143314211,0,0,0,0,0,0,0
225,8,46,1,68,2,143314212,0,0,0,0,0,0,0
253,9,66,2,52,2,143314215,0,0,0,0,0,0,0
114,3,69,1,38,1,143314217,0,0,0,0,0,0,0
210,7,82,2,60,2,143314219,0,0,0,0,0,0,0
92,3,106,2,13,1,143314224,0,0,0,0,0,0,0
229,9,154,2,67,3,143314225,0,0,0,0,0,0,0
427,13,297,4,77,3,143314226,0,0,0,0,0,0,0
132,6,44,1,42,2,143314242,0,0,0,0,0,0,0
131,5,42,1,28,1,143314245,0,0,0,0,0,0,0
1160,24,355,5,356,7,143314249,0,0,0,0,0,0,0
434,12,73,2,82,3,143314252,0,0,0,0,0,0,0
41,3,16,1,12,1,143314257,0,0,0,0,0,0,0
463,15,115,2,127,5,143314262,0,0,0,0,0,0,0
180,7,51,1,46,2,143314264,0,0,0,0,0,0,0
506,12,312,4,209,6,143314267,0,0,0,0,0,0,0
390,11,90,2,115,4,143314268,0,0,0,0,0,0,0
133,5,43,1,22,1,143314274,0,0,0,0,0,0,0
116,5,27,1,65,3,143314275,0,0,0,0,0,0,0
661,17,158,2,293,7,143314279,0,0,0,0,0,0,0
536,14,97,2,109,3,143314280,0,0,0,0,0,0,0
128,4,36,1,45,2,143314286,0,0,0,0,0,0,0
274,10,91,2,101,3,143314287,0,0,0,0,0,0,0
965,19,310,4,325,6,143314288,0,0,0,0,0,0,0
144,7,46,1,60,2,143314291,0,0,0,0,0,0,0
121,6,18,1,12,1,143314298,0,0,0,0,0,0,0
899,19,349,5,253,6,143314317,0,0,0,0,0,0,0
273,9,72,2,98,4,143314318,0,0,0,0,0,0,0
507,16,301,4,375,8,143314324,0,0,0,0,0,0,0
184,8,37,1,69,3,143314328,0,0,0,0,0,0,0
508,15,240,3,656,9,143314332,0,0,0,0,0,0,0
347,8,89,2,62,2,143314350,0,0,0,0,0,0,0
176,7,69,2,48,2,143314354,0,0,0,0,0,0,0
126,6,32,1,38,2,143314357,0,0,0,0,0,0,0
415,12,113,2,159,5,143314358,0,0,0,0,0,0,0
305,12,79,2,69,3,143314359,0,0,0,0,0,0,0
304,674,54,516,6,6,143314360,5,0,0,4,6,0,0
382,11,114,2,130,4,143314361,0,0,0,0,0,0,0
330,12,93,2,82,3,143314381,0,0,0,0,0,0,0
8984,8246,3757,4620,5026,2851,143314383,2744,549,3993,899,1033,1891,0
237,8,53,1,83,2,143314385,0,0,0,0,0,0,0
366,12,128,2,222,4,143314387,0,0,0,0,0,0,0
167,4,103,2,83,3,143314388,0,0,0,0,0,0,0
526,11,166,3,240,5,143314391,0,0,0,0,0,0,0
792,18,273,4,290,6,143314393,0,0,0,0,0,0,0
112,4,33,1,53,2,143314394,0,0,0,0,0,0,0
137,5,33,1,31,2,143314396,0,0,0,0,0,0,0
1011,21,314,5,274,6,143314399,0,0,0,0,0,0,0
582,16,157,3,140,5,143314405,0,0,0,0,0,0,0
290,4,4,1,37,1,143314408,0,0,0,0,0,0,0
338,11,101,2,98,3,143314413,0,0,0,0,0,0,0
1378,24,251,4,272,6,143314415,0,0,0,0,0,0,0
357,10,243,4,232,6,143314422,0,0,0,0,0,0,0
71,3,22,1,30,1,143314427,0,0,0,0,0,0,0
61,3,11,1,18,1,143314429,0,0,0,0,0,0,0
386,13,98,2,133,4,143314436,0,0,0,0,0,0,0
280,8,119,2,125,3,143314437,0,0,0,0,0,0,0
106,4,44,1,23,2,143314440,0,0,0,0,0,0,0
218,10,73,2,86,3,143314442,0,0,0,0,0,0,0
164,3,64,1,43,1,143314444,0,0,0,0,0,0,0
894,20,293,5,273,6,143314446,0,0,0,0,0,0,0
683,16,327,4,191,5,143314448,0,0,0,0,0,0,0
1002,20,220,3,259,6,143314449,0,0,0,0,0,0,0
1255,12303,316,5049,326,4239,143314455,0,0,0,0,0,0,1
194,7,47,1,45,2,143314472,0,0,0,0,0,0,0
86,4,27,1,46,2,143314474,0,0,0,0,0,0,0
146,6,85,2,20,1,143314481,0,0,0,0,0,0,0
214,8,55,1,67,3,143314482,0,0,0,0,0,0,0
169,7,110,2,69,2,143314483,0,0,0,0,0,0,0
50,3,141,2,7,1,143314494,0,0,0,0,0,0,0
433,13,108,2,94,3,143314496,0,0,0,0,0,0,0
77,4649,42,1280,107,1443,143314506,1442,0,71,793,36,619,0
249,11,98,2,83,3,143314513,0,0,0,0,0,0,0
323,8,253,3,374,7,143314514,0,0,0,0,0,0,0
672,15,320,4,420,8,143314518,0,0,0,0,0,0,0
1090,20,240,4,225,5,143314522,0,0,0,0,0,0,0
176,7,36,1,32,1,143314525,0,0,0,0,0,0,0
281,9,93,2,93,3,143314530,0,0,0,0,0,0,0
366,13,100,3,144,5,143314533,0,0,0,0,0,0,0
206,8,61,1,48,2,143314539,0,0,0,0,0,0,0
94,4,27,1,18,1,143314543,0,0,0,0,0,0,0
169,7,59,1,55,2,143314546,0,0,0,0,0,0,0
267,8,33,1,40,2,143314548,0,0,0,0,0,0,0
593,15,303,5,231,6,143314550,0,0,0,0,0,0,0
232,9,64,2,51,2,143314553,0,0,0,0,0,0,0
309,10,71,2,131,4,143314555,0,0,0,0,0,0,0
299,9,32,1,44,2,143314558,0,0,0,0,0,0,0
195,8,63,1,70,3,143314560,0,0,0,0,0,0,0
144,4,40,1,63,2,143314561,0,0,0,0,0,0,0
638,15,240,4,180,5,143314562,0,0,0,0,0,0,0
210,9,54,1,69,3,143314567,0,0,0,0,0,0,0
254,9,69,1,52,2,143314573,0,0,0,0,0,0,0
241,8,75,1,58,2,143314575,0,0,0,0,0,0,0
28,3,4,1,8,1,143314576,0,0,0,0,0,0,0
347,11,95,2,98,3,143314579,0,0,0,0,0,0,0
869,7952,354,5435,292,3460,143314583,3459,0,213,675,79,2695,0
234,10,64,1,38,2,143314584,0,0,0,0,0,0,0
689,16,215,3,215,5,143314585,0,0,0,0,0,0,0
289,10,74,2,80,3,143314586,0,0,0,0,0,0,0
164,5,42,1,14,1,143314588,0,0,0,0,0,0,0
429,14,116,3,380,9,143314589,0,0,0,0,0,0,0
245,10,77,2,73,3,143314590,0,0,0,0,0,0,0
625,14,158,2,202,5,143314595,0,0,0,0,0,0,0
173,8,59,1,55,2,143314602,0,0,0,0,0,0,0
161,6,35,1,48,2,143314603,0,0,0,0,0,0,0
827,19,247,5,221,6,143314604,0,0,0,0,0,0,0
231,9,79,2,78,3,143314607,0,0,0,0,0,0,0
387,8,147,3,261,6,143314611,0,0,0,0,0,0,0
104,4,106,2,29,1,143314615,0,0,0,0,0,0,0
403,14,120,2,111,4,143314629,0,0,0,0,0,0,0
85,3,26,1,47,1,143314638,0,0,0,0,0,0,0
151,5,59,1,20,1,143314639,0,0,0,0,0,0,0
321,9,78,2,66,2,143314640,0,0,0,0,0,0,0
556,16,277,4,234,5,143314645,0,0,0,0,0,0,0
109,5,40,1,44,2,143314649,0,0,0,0,0,0,0
203,9,40,1,48,2,143314650,0,0,0,0,0,0,0
259,8,51,1,50,2,143314655,0,0,0,0,0,0,0
683,19,288,5,228,6,143314656,0,0,0,0,0,0,0
253,8,60,1,111,4,143314657,0,0,0,0,0,0,0
824,15,247,3,259,6,143314659,0,0,0,0,0,0,0
325,2117,71,435,63,361,143314661,360,0,46,90,17,245,0
544,17,54,1,83,4,143314668,0,0,0,0,0,0,0
157,6,49,1,43,2,143314672,0,0,0,0,0,0,0
1350,24,343,5,302,6,143314673,0,0,0,0,0,0,0
1326,25,487,8,486,10,143314674,0,0,0,0,0,0,0
408,14,75,2,74,3,143314675,0,0,0,0,0,0,0
57,4,21,1,11,1,143314682,0,0,0,0,0,0,0
118,4,16,1,9,1,143314683,0,0,0,0,0,0,0
51,4,14,1,14,1,143314684,0,0,0,0,0,0,0
169,5,33,1,21,1,143314686,0,0,0,0,0,0,0
810,19,165,3,196,5,143314687,0,0,0,0,0,0,0
344,8,68,2,51,2,143314688,0,0,0,0,0,0,0
181,6,16,1,29,2,143314689,0,0,0,0,0,0,0
74,5,29,1,20,1,143314690,0,0,0,0,0,0,0
217,9,42,1,84,3,143314691,0,0,0,0,0,0,0
86,4,28,1,22,1,143314692,0,0,0,0,0,0,0
63,4,28,1,16,1,143314693,0,0,0,0,0,0,0
193,7,92,2,88,3,143314694,0,0,0,0,0,0,0
397,12,98,2,66,3,143314697,0,0,0,0,0,0,0
1050,21,337,4,359,6,143314700,0,0,0,0,0,0,0
228,9,76,1,63,3,143314706,0,0,0,0,0,0,0
63,4,10,1,13,1,143314718,0,0,0,0,0,0,0
1269,23,376,5,278,6,143314719,0,0,0,0,0,0,0
861,18,341,5,362,8,143314728,0,0,0,0,0,0,0
345,13,88,2,77,3,143314732,0,0,0,0,0,0,0
969,20,289,4,277,6,143314733,0,0,0,0,0,0,0
110,5,15,1,35,1,143314735,0,0,0,0,0,0,0
293,8,74,1,46,2,143314737,0,0,0,0,0,0,0
194,8,84,2,77,3,143314738,0,0,0,0,0,0,0
401,11,90,2,98,3,143314739,0,0,0,0,0,0,0
593,15,193,3,198,5,143314744,0,0,0,0,0,0,0
261,8,59,1,45,2,143314748,0,0,0,0,0,0,0
389,11,109,2,57,2,143314749,0,0,0,0,0,0,0
716,16,165,4,49,1,143314750,0,0,0,0,0,0,0
124,5,17,1,10,1,143314751,0,0,0,0,0,0,0
1029,22,419,7,419,8,143314753,0,0,0,0,0,0,0
579,14,182,3,180,5,143314755,0,0,0,0,0,0,0
1207,25,310,6,221,6,143314758,0,0,0,0,0,0,0
174,7,40,1,30,1,143314760,0,0,0,0,0,0,0
128,5,38,1,36,2,143314763,0,0,0,0,0,0,0
31,3,8,1,17,1,143314764,0,0,0,0,0,0,0
68,4,53,1,21,2,143314768,0,0,0,0,0,0,0
374,10,126,2,115,3,143314770,0,0,0,0,0,0,0
265,8,48,1,36,2,143314771,0,0,0,0,0,0,0
209,6,89,2,55,2,143314775,0,0,0,0,0,0,0
868,19,177,3,175,5,143314778,0,0,0,0,0,0,0
125,5,42,1,42,2,143314782,0,0,0,0,0,0,0
111,4,25,1,25,1,143314783,0,0,0,0,0,0,0
156,5,49,1,64,2,143314784,0,0,0,0,0,0,0
263,9,35,1,27,1,143314785,0,0,0,0,0,0,0
216,8,157,2,80,3,143314786,0,0,0,0,0,0,0
133,5,19,1,32,1,143314787,0,0,0,0,0,0,0
172,5,43,1,64,3,143314788,0,0,0,0,0,0,0
259,9,92,2,77,3,143314789,0,0,0,0,0,0,0
279,10,97,2,91,3,143314790,0,0,0,0,0,0,0
239,9,68,1,75,3,143314792,0,0,0,0,0,0,0
32,3,15,1,5,1,143314793,0,0,0,0,0,0,0
301,11,44,1,91,3,143314794,0,0,0,0,0,0,0
263,10,149,2,84,3,143314795,0,0,0,0,0,0,0
125,4,32,1,25,1,143314796,0,0,0,0,0,0,0
289,9,78,2,93,3,143314797,0,0,0,0,0,0,0
231,9,44,1,49,2,143314798,0,0,0,0,0,0,0
45,4,16,1,11,1,143314802,0,0,0,0,0,0,0
47,3,37,1,12,1,143314803,0,0,0,0,0,0,0
82,6,33,1,22,1,143314806,0,0,0,0,0,0,0
193,7,63,1,60,2,143314809,0,0,0,0,0,0,0
195,7,29,1,22,1,143314812,0,0,0,0,0,0,0
190,6,58,1,57,2,143314814,0,0,0,0,0,0,0
114,5,22,1,14,1,143314815,0,0,0,0,0,0,0
78,4,8,1,18,1,143314818,0,0,0,0,0,0,0
694,9,8,1,18,1,143314820,0,0,0,0,0,0,0
418,163,174,34,298,37,143314824,0,0,0,0,0,0,0
755,6792,439,3075,280,2911,143314827,2910,0,206,1025,74,1811,1
32,3,16,1,4,1,143314835,0,0,0,0,0,0,0
139,4,27,1,22,1,143314837,0,0,0,0,0,0,0
234,9,66,1,71,3,143314838,0,0,0,0,0,0,0
230,8,60,1,60,2,143314840,0,0,0,0,0,0,0
612,15,113,2,160,5,143314841,0,0,0,0,0,0,0
205,8,84,2,88,2,143314852,0,0,0,0,0,0,0
265,10,64,1,81,3,143314857,0,0,0,0,0,0,0
4119,4462,894,1580,1246,1558,143314859,1557,0,749,257,497,1249,1
145,5,41,1,61,2,143314861,0,0,0,0,0,0,0
100,4,10,1,8,1,143314869,0,0,0,0,0,0,0
262,9,79,1,104,4,143314871,0,0,0,0,0,0,0
62,4,17,1,20,1,143314873,0,0,0,0,0,0,0
54,4,21,1,4,1,143314876,0,0,0,0,0,0,0
67,3,25,1,10,1,143314879,0,0,0,0,0,0,0
115,5,9,1,5,1,143314882,0,0,0,0,0,0,0
333,11,129,2,83,3,143314884,0,0,0,0,0,0,0
63,4,25,1,9,1,143314888,0,0,0,0,0,0,0
196,7,62,1,56,2,143314889,0,0,0,0,0,0,0
309,12,109,2,117,4,143314890,0,0,0,0,0,0,0
223,7,164,2,35,1,143314892,0,0,0,0,0,0,0
386,13,109,2,102,4,143314894,0,0,0,0,0,0,0
145,7,37,1,32,1,143314896,0,0,0,0,0,0,0
236,9,85,2,82,3,143314899,0,0,0,0,0,0,0
482,13,126,2,110,3,143314905,0,0,0,0,0,0,0
398,13,95,2,109,4,143314912,0,0,0,0,0,0,0
280,11,60,1,57,3,143314915,0,0,0,0,0,0,0
313,11,91,2,116,4,143314917,0,0,0,0,0,0,0
149,7,27,1,48,2,143314919,0,0,0,0,0,0,0
63,3,25,1,44,2,143314924,0,0,0,0,0,0,0
1517,2259,346,1822,320,742,143314927,0,0,0,0,0,0,0
257,8,57,1,88,3,143314929,0,0,0,0,0,0,0
249,9,59,1,79,3,143314931,0,0,0,0,0,0,0
6408,6885,2248,502,731,310,143314938,0,0,0,0,0,0,0
24,3,12,1,14,1,143314941,0,0,0,0,0,0,0
300,10,79,2,86,3,143314942,0,0,0,0,0,0,0
283,10,79,2,83,3,143314943,0,0,0,0,0,0,0
372,12,117,2,122,3,143314944,0,0,0,0,0,0,0
89,3,31,1,64,2,143314945,0,0,0,0,0,0,0
127,4,57,1,24,1,143314947,0,0,0,0,0,0,0
74,4,16,1,4,1,143314948,0,0,0,0,0,0,0
109,6809,77,2849,34,1608,143314950,0,0,0,0,0,0,1
4006,3164,1184,1396,1755,1642,143314955,0,0,0,0,0,0,1
37,3,25,1,64,3,143314957,0,0,0,0,0,0,0
152,7,53,1,72,2,143314958,0,0,0,0,0,0,0
113,4,41,1,41,1,143314968,0,0,0,0,0,0,0
463,12,231,3,164,4,143314969,0,0,0,0,0,0,0
213,7,60,1,95,3,143314970,0,0,0,0,0,0,0
122,5,12,1,17,1,143314972,0,0,0,0,0,0,0
242,9,84,1,100,3,143314978,0,0,0,0,0,0,0
187,7,27,1,30,1,143314980,0,0,0,0,0,0,0
730,2702,268,836,315,1198,143314982,0,0,0,0,0,0,0
499,14,92,2,145,4,143314987,0,0,0,0,0,0,0
320,1562,27,136,121,373,143314989,372,0,121,0,0,347,0
8640,56873,3450,25245,2391,21247,143315021,21246,0,1685,7007,706,13940,1
644,3165,323,1502,275,1234,143315039,0,0,0,0,0,0,0
213,3630,86,1188,88,1853,143315041,1159,32,61,507,27,1314,0
414,2870,541,1637,629,1458,143315063,0,0,0,0,0,0,0
10555,25647,4101,9826,2538,9188,143315068,9187,0,1636,3226,902,5878,0
2091,19193,552,5896,622,5116,143315097,0,0,0,0,0,0,1
510,22447,93,6184,73,6949,143315123,0,0,0,0,0,0,0
604,3921,41,69,27,71,143315145,0,0,0,0,0,0,0
1422,7011,798,3615,904,4244,143315176,0,0,0,0,0,0,1
831,6232,12,4,55,4,143315202,0,0,0,0,0,0,0
781,16112,277,5004,213,3410,143315222,0,0,0,0,0,0,0
2485,314,646,417,62,136,143315246,135,0,49,18,13,92,0
765,6601,336,2600,398,1953,143315274,0,0,0,0,0,0,0
3024,413,1305,109,1418,55,143315307,0,0,0,0,0,0,0
1782,522,364,45,226,55,143315308,0,0,0,0,0,0,0
3209,9326,1108,3257,1665,2060,143315325,0,0,0,0,0,0,0
1370,7689,131,2072,150,2530,143315406,0,0,0,0,0,0,0
3308,5938,1509,2078,2011,3721,143315410,0,0,0,0,0,0,1
5182,25346,1363,16573,714,13940,143315426,0,0,0,0,0,0,0
1350,5806,281,2120,332,3246,143315436,0,0,0,0,0,0,1
1301,11277,399,1865,521,5652,143315445,0,0,0,0,0,0,1
1712,8096,546,1525,259,951,143315471,950,0,208,170,51,694,0
